Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 28 Aug 1999 (W34),Bologna FC (1),0-0,0-0,Torino FC (1)
?,(Sun) 29 Aug 1999 (W34),ACF Fiorentina (1),1-0,0-0,Bari (1)
?,(Sun) 29 Aug 1999 (W34),FC Internazionale Milano (1),3-0,1-0,Hellas Verona FC (1)
?,(Sun) 29 Aug 1999 (W34),Juventus (1),1-1,1-0,Urbs Reggina (1)
?,(Sun) 29 Aug 1999 (W34),US Lecce (1),2-2,0-0,AC Milan (1)
?,(Sun) 29 Aug 1999 (W34),Perugia (1),1-1,0-0,Parma (1)
?,(Sun) 29 Aug 1999 (W34),Piacenza Calcio (1),1-1,0-1,AS Roma (1)
?,(Sun) 29 Aug 1999 (W34),Venezia (1),1-1,0-0,Udinese Calcio (1)
?,(Mon) 30 Aug 1999 (W35),SS Lazio (1),2-1,1-0,Cagliari Calcio (1)
?,(Sat) 11 Sep 1999 (W36),Bari (2),0-0,0-0,SS Lazio (2)
?,(Sat) 11 Sep 1999 (W36),Urbs Reggina (2),2-2,1-2,ACF Fiorentina (2)
?,(Sat) 11 Sep 1999 (W36),Udinese Calcio (2),3-0,1-0,Piacenza Calcio (2)
?,(Sun) 12 Sep 1999 (W36),Cagliari Calcio (2),0-1,0-0,Juventus (2)
?,(Sun) 12 Sep 1999 (W36),AC Milan (2),3-1,1-1,Perugia (2)
?,(Sun) 12 Sep 1999 (W36),Parma (2),1-1,0-0,Bologna FC (2)
?,(Sun) 12 Sep 1999 (W36),AS Roma (2),0-0,0-0,FC Internazionale Milano (2)
?,(Sun) 12 Sep 1999 (W36),Torino FC (2),2-1,0-1,Venezia (2)
?,(Sun) 12 Sep 1999 (W36),Hellas Verona FC (2),2-0,2-0,US Lecce (2)
?,(Sat) 18 Sep 1999 (W37),Bari (3),1-1,1-1,AC Milan (3)
?,(Sat) 18 Sep 1999 (W37),Perugia (3),3-0,3-0,Cagliari Calcio (3)
?,(Sun) 19 Sep 1999 (W37),Bologna FC (3),0-1,0-0,Urbs Reggina (3)
?,(Sun) 19 Sep 1999 (W37),ACF Fiorentina (3),4-1,2-0,Hellas Verona FC (3)
?,(Sun) 19 Sep 1999 (W37),FC Internazionale Milano (3),5-1,3-1,Parma (3)
?,(Sun) 19 Sep 1999 (W37),Juventus (3),4-1,3-0,Udinese Calcio (3)
?,(Sun) 19 Sep 1999 (W37),SS Lazio (3),3-0,2-0,Torino FC (3)
?,(Sun) 19 Sep 1999 (W37),Piacenza Calcio (3),1-1,1-1,US Lecce (3)
?,(Sun) 19 Sep 1999 (W37),Venezia (3),1-3,0-1,AS Roma (3)
?,(Sat) 25 Sep 1999 (W38),US Lecce (4),2-0,1-0,Juventus (4)
?,(Sat) 25 Sep 1999 (W38),AC Milan (4),4-0,2-0,Bologna FC (4)
?,(Sun) 26 Sep 1999 (W38),Cagliari Calcio (4),1-1,1-1,Venezia (4)
?,(Sun) 26 Sep 1999 (W38),Parma (4),1-2,0-1,SS Lazio (4)
?,(Sun) 26 Sep 1999 (W38),Urbs Reggina (4),1-0,0-0,Piacenza Calcio (4)
?,(Sun) 26 Sep 1999 (W38),AS Roma (4),3-1,1-0,Perugia (4)
?,(Sun) 26 Sep 1999 (W38),Torino FC (4),0-1,0-0,FC Internazionale Milano (4)
